zip,temp-sun-6,condition-sun-6,temp-mon-9,condition-mon-9,temp-mon-12,condition-mon-12,temp-mon-3,condition-mon-3,temp-mon-6,condition-mon-6,temp-tues-9,condition-tues-9,temp-tues-12,condition-tues-12,temp-tues-3,condition-tues-3,temp-tues-6,condition-tues-6
32565,59,Partly Cloudy,70,Mostly Cloudy,77,Partly Cloudy,78,Overcast,67,Mostly Cloudy,65,Mostly Cloudy,73,Overcast,74,Chance of Rain,63,Chance of Rain
32566,68,Partly Cloudy,72,Partly Cloudy,77,Partly Cloudy,77,Partly Cloudy,71,Partly Cloudy,68,Partly Cloudy,74,Mostly Cloudy,73,Chance of Rain,68,Chance of Rain
32567,62,Partly Cloudy,70,Partly Cloudy,79,Mostly Cloudy,79,Partly Cloudy,68,Mostly Cloudy,66,Partly Cloudy,75,Mostly Cloudy,75,Chance of Rain,64,Chance of Rain
32568,61,Partly Cloudy,71,Mostly Cloudy,78,Partly Cloudy,79,Overcast,68,Partly Cloudy,66,Overcast,74,Chance of Rain,74,Chance of Rain,64,Chance of Rain
32569
32570
32571,63,Partly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,70,Partly Cloudy,67,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,66,Chance of Rain
32572,67,Partly Cloudy,72,Mostly Cloudy,79,Partly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,76,Chance of Rain,68,Chance of Rain
32577,61,Partly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,68,Partly Cloudy,67,Overcast,74,Chance of Rain,74,Chance of Rain,65,Chance of Rain
32578,70,Mostly Cloudy,72,Mostly Cloudy,79,Mostly Cloudy,79,Overcast,73,Mostly Cloudy,68,Partly Cloudy,75,Mostly Cloudy,76,Chance of Rain,71,Chance of Rain
32579,68,Mostly Cloudy,72,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,72,Partly Cloudy,68,Partly Cloudy,75,Mostly Cloudy,74,Chance of Rain,69,Chance of Rain
32580,69,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Overcast,73,Mostly Cloudy,67,Partly Cloudy,74,Mostly Cloudy,74,Chance of Rain,70,Chance of Rain
32583,68,Partly Cloudy,73,Mostly Cloudy,79,Partly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,76,Chance of Rain,68,Chance of Rain
32588,69,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Overcast,73,Mostly Cloudy,67,Partly Cloudy,74,Mostly Cloudy,74,Chance of Rain,70,Chance of Rain
32590
32591,65,Clear,72,Overcast,77,Mostly Cloudy,77,Partly Cloudy,71,Partly Cloudy,68,Overcast,74,Overcast,73,Chance of Rain,68,Chance of Rain
32592
32601,69,Partly Cloudy,70,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,75,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32602
32603,69,Partly Cloudy,71,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Mostly Cloudy,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32604,69,Partly Cloudy,71,Partly Cloudy,78,Partly Cloudy,78,Overcast,71,Mostly Cloudy,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32605,69,Partly Cloudy,69,Partly Cloudy,78,Mostly Cloudy,78,Overcast,71,Overcast,67,Partly Cloudy,75,Partly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32606,69,Partly Cloudy,70,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,76,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32607,70,Partly Cloudy,70,Partly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,72,Overcast,68,Partly Cloudy,76,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32608,71,Partly Cloudy,70,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Overcast,68,Partly Cloudy,76,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32609,69,Partly Cloudy,70,Partly Cloudy,78,Mostly Cloudy,78,Overcast,70,Mostly Cloudy,67,Partly Cloudy,75,Mostly Cloudy,76,Mostly Cloudy,69,Partly Cloudy
32610,69,Partly Cloudy,71,Partly Cloudy,78,Partly Cloudy,78,Overcast,71,Mostly Cloudy,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32611,68,Partly Cloudy,71,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Mostly Cloudy,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32612,69,Partly Cloudy,71,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Mostly Cloudy,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32613
32614,69,Partly Cloudy,71,Partly Cloudy,78,Partly Cloudy,78,Overcast,71,Mostly Cloudy,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32615
32616,67,Partly Cloudy,69,Partly Cloudy,78,Partly Cloudy,78,Overcast,71,Mostly Cloudy,66,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32617,72,Partly Cloudy,69,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Overcast,67,Mostly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32618,70,Partly Cloudy,70,Partly Cloudy,78,Partly Cloudy,79,Mostly Cloudy,71,Overcast,67,Partly Cloudy,76,Partly Cloudy,77,Partly Cloudy,71,Partly Cloudy
32619,68,Partly Cloudy,69,Partly Cloudy,78,Partly Cloudy,79,Mostly Cloudy,72,Overcast,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,71,Partly Cloudy
32621,71,Partly Cloudy,69,Partly Cloudy,78,Partly Cloudy,79,Mostly Cloudy,72,Overcast,67,Partly Cloudy,76,Partly Cloudy,77,Partly Cloudy,71,Partly Cloudy
32622,67,Partly Cloudy,69,Mostly Cloudy,77,Partly Cloudy,77,Overcast,70,Mostly Cloudy,66,Partly Cloudy,75,Mostly Cloudy,76,Mostly Cloudy,69,Partly Cloudy
32625,71,Partly Cloudy,69,Mostly Cloudy,77,Mostly Cloudy,80,Partly Cloudy,73,Mostly Cloudy,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32626,69,Partly Cloudy,69,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32627,69,Partly Cloudy,70,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,75,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32628,68,Partly Cloudy,69,Partly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,66,Partly Cloudy,75,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32631,68,Partly Cloudy,70,Mostly Cloudy,77,Mostly Cloudy,76,Mostly Cloudy,70,Overcast,67,Mostly Cloudy,75,Mostly Cloudy,76,Mostly Cloudy,69,Partly Cloudy
32633,71,Partly Cloudy,70,Mostly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,76,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32634,70,Clear,70,Mostly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32635,69,Partly Cloudy,70,Partly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,71,Overcast,67,Mostly Cloudy,75,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32639,70,Chance of Rain,69,Mostly Cloudy,78,Mostly Cloudy,80,Mostly Cloudy,73,Mostly Cloudy,67,Partly Cloudy,77,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32640,72,Partly Cloudy,69,Mostly Cloudy,77,Mostly Cloudy,77,Overcast,71,Overcast,67,Mostly Cloudy,74,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32641,69,Partly Cloudy,70,Partly Cloudy,78,Partly Cloudy,77,Overcast,71,Mostly Cloudy,67,Partly Cloudy,75,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32643,67,Partly Cloudy,69,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Overcast,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,71,Partly Cloudy
32644,68,Mostly Cloudy,69,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,72,Overcast,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32648,71,Partly Cloudy,68,Partly Cloudy,77,Partly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,66,Clear,75,Clear,77,Clear,72,Partly Cloudy
32653,69,Partly Cloudy,69,Partly Cloudy,78,Mostly Cloudy,78,Overcast,71,Mostly Cloudy,67,Partly Cloudy,75,Partly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32654,71,Partly Cloudy,70,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,71,Overcast,67,Mostly Cloudy,75,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32655
32656,67,Partly Cloudy,69,Mostly Cloudy,77,Mostly Cloudy,75,Overcast,70,Overcast,67,Mostly Cloudy,75,Mostly Cloudy,75,Mostly Cloudy,68,Partly Cloudy
32658
32662,71,Partly Cloudy,70,Partly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy,67,Mostly Cloudy,74,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32663,72,Clear,70,Mostly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,72,Overcast,67,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,70,Partly Cloudy
32664,71,Partly Cloudy,70,Mostly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,76,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32666,68,Partly Cloudy,69,Mostly Cloudy,77,Mostly Cloudy,76,Overcast,70,Overcast,67,Mostly Cloudy,75,Mostly Cloudy,75,Mostly Cloudy,68,Partly Cloudy
32667,71,Partly Cloudy,70,Mostly Cloudy,77,Partly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,76,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32668,74,Clear,69,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,73,Overcast,67,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32669,69,Mostly Cloudy,69,Partly Cloudy,78,Partly Cloudy,79,Mostly Cloudy,71,Overcast,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,71,Partly Cloudy
32680,68,Mostly Cloudy,69,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,72,Overcast,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32681,70,Clear,70,Mostly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,71,Overcast,67,Partly Cloudy,76,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy
32683
32686,72,Clear,69,Mostly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,72,Overcast,67,Partly Cloudy,76,Mostly Cloudy,76,Mostly Cloudy,71,Partly Cloudy
32692,70,Partly Cloudy,68,Mostly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,66,Partly Cloudy,75,Partly Cloudy,77,Partly Cloudy,72,Partly Cloudy
32693,69,Mostly Cloudy,70,Partly Cloudy,78,Partly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,66,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,71,Partly Cloudy
32694,70,Mostly Cloudy,69,Mostly Cloudy,77,Mostly Cloudy,76,Overcast,70,Mostly Cloudy,66,Mostly Cloudy,75,Mostly Cloudy,76,Mostly Cloudy,69,Partly Cloudy
32696
32697
32701
32702
32703
32704
32706,72,Partly Cloudy,73,Overcast,77,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,77,Mostly Cloudy,77,Overcast,71,Partly Cloudy
32707,74,Mostly Cloudy,73,Overcast,79,Overcast,78,Overcast,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32708,74,Partly Cloudy,73,Overcast,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,73,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32709,72,Mostly Cloudy,74,Mostly Cloudy,79,Overcast,77,Overcast,72,Overcast,73,Mostly Cloudy,79,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32710,73,Partly Cloudy,73,Mostly Cloudy,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32712,74,Partly Cloudy,72,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,72,Overcast,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,73,Partly Cloudy
32713,73,Partly Cloudy,73,Mostly Cloudy,78,Overcast,78,Overcast,72,Mostly Cloudy,72,Mostly Cloudy,77,Mostly Cloudy,77,Overcast,71,Partly Cloudy
32714,73,Partly Cloudy,73,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32715,73,Partly Cloudy,73,Overcast,79,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32716,73,Partly Cloudy,73,Overcast,79,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32718,73,Partly Cloudy,73,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32719,73,Partly Cloudy,73,Overcast,79,Overcast,79,Overcast,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32720,73,Partly Cloudy,73,Mostly Cloudy,78,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,77,Overcast,77,Overcast,70,Partly Cloudy
32721,71,Partly Cloudy,73,Overcast,77,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,76,Overcast,76,Overcast,70,Partly Cloudy
32722,72,Partly Cloudy,72,Overcast,77,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,76,Overcast,76,Mostly Cloudy,70,Partly Cloudy
32723,73,Partly Cloudy,73,Overcast,77,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,76,Overcast,76,Overcast,70,Partly Cloudy
32724,73,Partly Cloudy,73,Overcast,77,Mostly Cloudy,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,76,Overcast,76,Overcast,70,Partly Cloudy
32725,73,Partly Cloudy,73,Mostly Cloudy,78,Overcast,78,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,77,Mostly Cloudy,77,Overcast,71,Partly Cloudy
32726,74,Partly Cloudy,72,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32727,74,Partly Cloudy,72,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32728,71,Partly Cloudy,73,Mostly Cloudy,78,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,77,Mostly Cloudy,77,Overcast,71,Partly Cloudy
32730,73,Partly Cloudy,73,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32732,72,Partly Cloudy,73,Overcast,78,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Mostly Cloudy
32733,74,Partly Cloudy,73,Overcast,78,Overcast,78,Overcast,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32735,74,Mostly Cloudy,72,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,70,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32736,72,Partly Cloudy,72,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32738,72,Clear,74,Mostly Cloudy,78,Overcast,78,Overcast,72,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,77,Overcast,71,Partly Cloudy
32739,74,Partly Cloudy,73,Mostly Cloudy,78,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,77,Mostly Cloudy,77,Overcast,71,Partly Cloudy
32744,72,Partly Cloudy,73,Overcast,77,Overcast,77,Overcast,71,Mostly Cloudy,71,Mostly Cloudy,77,Overcast,77,Overcast,71,Partly Cloudy
32745,74,Partly Cloudy,73,Overcast,79,Overcast,78,Overcast,72,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32746,74,Partly Cloudy,73,Overcast,79,Overcast,79,Overcast,73,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32747,74,Partly Cloudy,73,Mostly Cloudy,79,Overcast,78,Overcast,72,Mostly Cloudy,73,Mostly Cloudy,78,Overcast,78,Mostly Cloudy,72,Partly Cloudy
32750,74,Partly Cloudy,73,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32751,73,Mostly Cloudy,73,Overcast,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32752,73,Partly Cloudy,73,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32753,71,Clear,73,Mostly Cloudy,77,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,77,Overcast,77,Overcast,71,Partly Cloudy
32754
32756
32757,74,Partly Cloudy,72,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32759
32762,73,Partly Cloudy,73,Overcast,78,Overcast,78,Overcast,72,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
32763
32764
32765
32766,73,Partly Cloudy,73,Overcast,78,Overcast,77,Mostly Cloudy,72,Mostly Cloudy,73,Partly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32767,73,Partly Cloudy,72,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,72,Mostly Cloudy,71,Mostly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32768,73,Partly Cloudy,72,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32771,74,Partly Cloudy,73,Mostly Cloudy,79,Overcast,78,Overcast,72,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32772,73,Clear,73,Mostly Cloudy,78,Mostly Cloudy,78,Overcast,72,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32773,73,Clear,73,Overcast,79,Overcast,78,Overcast,73,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32774,72,Clear,73,Mostly Cloudy,77,Overcast,77,Overcast,71,Mostly Cloudy,72,Mostly Cloudy,77,Mostly Cloudy,77,Overcast,71,Partly Cloudy
32775,73,Partly Cloudy,74,Mostly Cloudy,78,Overcast,77,Overcast,71,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,76,Overcast,71,Mostly Cloudy
32776,72,Partly Cloudy,72,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32777,75,Partly Cloudy,72,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,79,Partly Cloudy,72,Partly Cloudy
32778,73,Partly Cloudy,72,Overcast,80,Mostly Cloudy,79,Partly Cloudy,73,Mostly Cloudy,71,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy
32779,74,Partly Cloudy,73,Overcast,79,Overcast,79,Partly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,73,Partly Cloudy
32780,72,Partly Cloudy,75,Overcast,78,Overcast,77,Overcast,72,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32781,72,Partly Cloudy,74,Overcast,79,Overcast,77,Overcast,72,Overcast,74,Mostly Cloudy,79,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32782
32783,74,Partly Cloudy,75,Overcast,78,Overcast,77,Overcast,72,Mostly Cloudy,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Mostly Cloudy
32784,73,Partly Cloudy,72,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,72,Overcast,70,Mostly Cloudy,77,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32789,73,Partly Cloudy,73,Overcast,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32790,74,Partly Cloudy,73,Overcast,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32791,74,Partly Cloudy,73,Overcast,79,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32792,73,Partly Cloudy,73,Overcast,78,Overcast,78,Overcast,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32793,74,Mostly Cloudy,73,Overcast,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32794,73,Partly Cloudy,73,Overcast,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32795,74,Partly Cloudy,73,Overcast,79,Overcast,78,Overcast,73,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32796,73,Partly Cloudy,75,Overcast,79,Overcast,77,Overcast,72,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32798
32799
32801
32802
32803
32804
32805,74,Partly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32806,73,Partly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,73,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32807,73,Partly Cloudy,73,Overcast,78,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32808,72,Partly Cloudy,73,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32809,73,Partly Cloudy,73,Overcast,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,73,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32810,73,Partly Cloudy,73,Mostly Cloudy,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32811,74,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32812,74,Partly Cloudy,72,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32814,73,Partly Cloudy,73,Mostly Cloudy,78,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32815
32816
32817,74,Partly Cloudy,73,Overcast,79,Overcast,78,Overcast,72,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32818,73,Partly Cloudy,73,Mostly Cloudy,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,78,Partly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32819,72,Mostly Cloudy,73,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,73,Partly Cloudy,78,Partly Cloudy,79,Mostly Cloudy,73,Partly Cloudy
32820,72,Partly Cloudy,73,Overcast,78,Overcast,78,Overcast,72,Overcast,73,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32821,72,Mostly Cloudy,73,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,73,Partly Cloudy
32822,72,Partly Cloudy,73,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
