zip,temp-sun-6,condition-sun-6,temp-mon-9,condition-mon-9,temp-mon-12,condition-mon-12,temp-mon-3,condition-mon-3,temp-mon-6,condition-mon-6,temp-tues-9,condition-tues-9,temp-tues-12,condition-tues-12,temp-tues-3,condition-tues-3,temp-tues-6,condition-tues-6
33116,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33119,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33121
33122,77,Chance of Rain,79,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33124,77,Chance of Rain,79,Mostly Cloudy,78,Overcast,76,Partly Cloudy,76,Clear,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33125,77,Chance of Rain,79,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33126,77,Chance of Rain,79,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33127,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33128,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33129,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33130,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33131,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33132,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33133,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,77,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33134,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33135,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,77,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33136,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,77,Clear,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33137,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,77,Clear,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33138,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33139,77,Chance of Rain,78,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33140
33141,77,Chance of Rain,78,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33142
33143
33144,77,Chance of Rain,79,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33145,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,77,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33146,77,Chance of Rain,79,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,77,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33147
33148
33149,77,Chance of Rain,78,Partly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33150,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33151,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33152,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33153
33154,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,77,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33155,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33156,77,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33157,77,Mostly Cloudy,79,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33158,77,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33159,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33160,77,Overcast,78,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,75,Partly Cloudy
33161,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33162,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33163,77,Overcast,78,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,75,Partly Cloudy
33164,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33165,77,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,75,Mostly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33166
33167
33168
33169
33170
33172
33173
33174
33175,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,80,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33176,77,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33177,77,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33178,77,Mostly Cloudy,79,Chance of Rain,79,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,75,Partly Cloudy
33179
33180
33181,77,Overcast,78,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33182,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,80,Partly Cloudy,79,Mostly Cloudy,74,Partly Cloudy
33183,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33184,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33185,77,Mostly Cloudy,80,Chance of Rain,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33186,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33187,76,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,75,Partly Cloudy,75,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33188,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33189,77,Mostly Cloudy,79,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33190,77,Mostly Cloudy,79,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,77,Partly Cloudy,74,Partly Cloudy
33193,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33194,77,Mostly Cloudy,81,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,75,Clear,81,Partly Cloudy,79,Mostly Cloudy,74,Partly Cloudy
33195,77,Chance of Rain,79,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33196,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33197,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33199,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33231,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33233,77,Chance of Rain,79,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,77,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33234,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33238,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33239,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33242,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33243,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33245,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33247,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33255,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,77,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33256,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33257,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33261,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33265,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33266,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33269,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33280,77,Overcast,78,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,75,Partly Cloudy
33283,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33296,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33299,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33301,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33302,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33303,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33304,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33305,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33306,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33307,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33308,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33309,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33310,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33311,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33312,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33313,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33314,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33315,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33316,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33317,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33318,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33319,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33320,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33321,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33322,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33323,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33324
33325
33326,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33327,77,Overcast,80,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33328,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33329,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33330,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33331,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33332
33334,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33335
33336
33337,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33338,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33339,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33340,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33345,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33346
33348,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33349,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33351,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33355
33359,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33388,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33394,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33401,77,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33402,77,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33403,78,Mostly Cloudy,80,Mostly Cloudy,79,Overcast,77,Overcast,77,Overcast,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy
33404,78,Mostly Cloudy,80,Mostly Cloudy,79,Overcast,77,Overcast,77,Overcast,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy
33405,77,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33406
33407,77,Mostly Cloudy,79,Mostly Cloudy,79,Overcast,76,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33408,78,Mostly Cloudy,80,Mostly Cloudy,79,Overcast,77,Mostly Cloudy,77,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy
33409,77,Mostly Cloudy,79,Overcast,79,Overcast,76,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33410,78,Mostly Cloudy,80,Mostly Cloudy,79,Overcast,76,Overcast,77,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy
33411,76,Mostly Cloudy,79,Mostly Cloudy,79,Overcast,75,Overcast,75,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33412,76,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,75,Mostly Cloudy,75,Mostly Cloudy,79,Mostly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33413,77,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33414,76,Mostly Cloudy,79,Chance of Rain,78,Overcast,75,Overcast,75,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33415
33416,77,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33417,77,Mostly Cloudy,79,Overcast,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33418,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,76,Mostly Cloudy,76,Overcast,79,Mostly Cloudy,79,Partly Cloudy,75,Mostly Cloudy
33419,78,Mostly Cloudy,80,Mostly Cloudy,79,Overcast,77,Overcast,77,Overcast,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy
33420,78,Mostly Cloudy,80,Overcast,79,Overcast,76,Overcast,77,Overcast,79,Mostly Cloudy,79,Partly Cloudy,75,Mostly Cloudy
33421,77,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33422
33424,77,Mostly Cloudy,79,Overcast,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33425,77,Mostly Cloudy,79,Overcast,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33426,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33427,77,Overcast,79,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Mostly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33428
33429
33430
33431
33432,77,Overcast,79,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Mostly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33433,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33434,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33435,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33436,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33437,77,Overcast,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33438,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy,73,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,72,Partly Cloudy
33439
33440,74,Partly Cloudy,78,Overcast,78,Overcast,74,Overcast,73,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,73,Partly Cloudy
33441,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33442,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33443,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33444,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33445,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33446,77,Overcast,79,Overcast,78,Overcast,75,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33447
33448,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33454,77,Mostly Cloudy,79,Overcast,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33455,78,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,77,Mostly Cloudy,76,Overcast,80,Mostly Cloudy,79,Partly Cloudy,76,Mostly Cloudy
33458
33459,74,Partly Cloudy,78,Overcast,78,Overcast,73,Overcast,73,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,73,Partly Cloudy
33460,77,Mostly Cloudy,79,Overcast,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Mostly Cloudy
33461
33462,77,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,76,Overcast,76,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
